text,airline_sentiment
"Without notifying though? “@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",negative
@United also ran out of water and refused service #costumerservice #legit #jk,negative
@SouthwestAir we're here at MCO. Thanks.,positive
@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX,negative
@USAirways #555PHLtoSLC this is happening now.,neutral
@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,negative
@AmericanAir due to gate agents I missed my connecting flight to Mexico City...not a happy customer AA- let's correct this,negative
"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",negative
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",positive
@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?,negative
@united your worker told us not to call because we'd be talking to someone in Thailand...,negative
"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",positive
@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.,negative
@SouthwestAir huge problem with someone whose ticket was Cancelled Flighted mid trip. Can you DM?,negative
"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",negative
@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,negative
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,negative
@USAirways absolutely,neutral
"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",negative
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral
@USAirways surprisingly quick response time by you and them. Thanks!,positive
@AmericanAir two Cancelled Flightled LGA flights. Both by @Delta took off. Looks like I have a new carrier @Delta!,negative
@united But thanks for asking,positive
@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,neutral
@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??,negative
@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,positive
@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,neutral
@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,negative
@USAirways it doesn't take 6 days to respond to an already open case!,negative
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,neutral
@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,negative
"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",negative
"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",positive
@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,negative
@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???,negative
.@USAirways thanks!,positive
@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown,negative
@SouthwestAir   Are flights going into Dallas this morning?   Thanks,neutral
@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,negative
@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.,negative
@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?,neutral
"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb",positive
@USAirways really nigga.. Ur a fuck boy,negative
@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon,neutral
@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude,negative
"@JetBlue if I tell you I like that @warriors pick, will that get me that bump to first class? :)",positive
"@USAirways I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",negative
@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change,negative
@AmericanAir “Inconvenient” is such a convenient word.,negative
"@united Nope, still sitting at the gate!",negative
@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,neutral
"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",positive
"@united Also, group 5 is total BS.",negative
“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why,neutral
@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,negative
@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.,negative
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/2Nzh3QOaZo,neutral
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,neutral
@AmericanAir i got a new reservation for tomorrow. Thanks!,positive
@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom,negative
@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help,negative
@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,negative
“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,positive
@USAirways @Expedia 7 Hours for my friend to rebook his trip to Korea after @USAirways Cancelled Flightled a connecting flight to Chicago = IDIOTIC.,negative
"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative
"@SouthwestAir no, thanks. I think we have it straight!",negative
@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,positive
@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,negative
@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.,negative
@AndrewFallis same here! On hold for an hour &amp; then told @USAirways has done all it is willing to- which was apologize. #stillnotonmyflight,negative
@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,positive
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,negative
@JetBlue thanks bae,neutral
@united Can I add miles from my January Air China flight to my MileagePlus account?,neutral
@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.,negative
@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways,negative
@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,negative
@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,negative
@SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40,positive
"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr",neutral
@united this team added 30 mins on turnaround,negative
@SouthwestAir @love_dragonss LAUREN IM SCREAKJMF,neutral
@AmericanAir u didn't give an answer why the flight delayed so long. and how do u compensate missing my other flights Lima to Cuzco??,negative
@USAirways according to @wtop DCA seems to be recovering nicely from yesterday's snow so why are you Cancelled Flightling flights out there?,negative
"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",negative
@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help,negative
@AmericanAir thank you for the assistance,positive
@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany,negative
@SouthwestAir guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U,positive
@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages,negative
@SouthwestAir 2 hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh?! ARE YOU KIDDING ME?!,negative
@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,negative
"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",negative
"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",negative
@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks,neutral
@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,negative
@AmericanAir it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250,negative
@SouthwestAir not letting me DM. # is FSZ4YO,negative
@SouthwestAir #delayed again! You're killing me Late Flightly!,negative
@united and I was denied an upgrade because of catering issues??? #poorservice,negative
@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,neutral
@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,positive
@united he has no priority and Iove it,positive
@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,neutral
"@AmericanAir Understood. Integration takes time, but no excuse for poor customer service",negative
@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,neutral
"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell",negative
@USAirways 3hr30min right now...  any end in sight?,negative
@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks,positive
"@AmericanAir 3349, was supposed to be in little rock at 10am this morning.",negative
@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,positive
@AmericanAir that was the worst customer service experience ever. Too bad for you I'm a lawyer. Enjoy my wrath.,negative
@united @danahajek : United's CEO has decided to outsource and or push out more and more of their skilled and loyal employees..lack of staff,negative
@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,negative
@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,positive
@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.,negative
@united that's a crazy long form! You need something other than a video?,negative
@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,positive
@united are you trying to break a world record for most delayed flights in a year?,negative
@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue,negative
@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,negative
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,negative
@AmericanAir How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(,negative
@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,negative
@JetBlue flight 462 to Boston delayed due to weather in Tampa?,neutral
@united never flying with you guys ever again. The customer service is piss poor at best.,negative
@USAirways I'm logged into a Flight Booking Problems. I need to add API before travelling to the states but I cannot see where to do it,negative
@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,negative
@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!,positive
@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!,neutral
@SouthwestAir is there any way me &amp; my best friend could get tickets to #DestinationDragons ? they mean everything in the world to us.,neutral
@SouthwestAir A little surprised my Early Bird got me B15 from DEN to KC just now. Worst I've had. What's up?,negative
@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday,positive
@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault,negative
@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!,negative
@AmericanAir Your logo looks like 3D glasses.,neutral
@united yes I do.,neutral
@JetBlue is giving us free movies because apparently the dunkin donuts coffee is a safety hazard. #thingsyoucantmakeup #switch2SBux?,negative
@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,negative
@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day,negative
@JetBlue thank you for help and quick response,positive
@SouthwestAir F5R3ZZ,neutral
"@AmericanAir yes yes yes,so glad to be headed home!",positive
@united flight 1491...plane from SFO to DEN is basically on time.,positive
@SouthwestAir trying to get anyone on phone. Flt Cancelled Flighted. Please get me to Denver.,negative
@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,neutral
@JetBlue what is going on? We arrived at 10:51pm Not One Bag Has Been Unloaded!! Flight 424,negative
@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer,negative
"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",negative
"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?",negative
@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI,negative
".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.",negative
"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp",positive
@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,neutral
"@united can someone at the airport in Portland, OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth, AUSTRALIA? Thanks",neutral
"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",negative
"@AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't.",neutral
"@united yes, Thx! At 10:35 (landed at 9:20).",positive
"@AmericanAir how do I talk to an actual person that will help me, and do what you guys should do?",negative
"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",negative
@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.,negative
"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",negative
"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl",neutral
@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,positive
"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",neutral
@AmericanAir Will do. Appreciate the replies though.,positive
@AmericanAir thanks. They did not charge anything in the end so all is good.,positive
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,negative
"@AmericanAir well done, you have taken the fun out of air travel @PHLAirport",negative
@AmericanAir Priority baggage evidently means it comes out last,negative
@JetBlue great flight http://t.co/E0R0NTO4TR,positive
@united why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL,neutral
@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),negative
@USAirways - on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?,negative
@JetBlue all day,negative
@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,positive
@SouthwestAir If you read my tweet it is a gap in process for folks that take multiple flights in one day.,neutral
@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.,negative
@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,neutral
@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?,negative
@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue,negative
"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss.",negative
"@SouthwestAir, a complete horror show. Flights bumped three times today, before noon, not how to run an airline. #cantblametheweather.",negative
"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint.",positive
@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers,negative
@united Will do! Thanks!,neutral
"@AmericanAir thank you, truly appreciate the help, just sent a DM",positive
@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,negative
"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",neutral
@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,negative
@USAirways They were breathing very heavily. but were super helpful. Thank you.,positive
"@SouthwestAir hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!",neutral
@AmericanAir what name and department does it come under? Thanks,neutral
@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines,negative
@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService,negative
@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess,negative
@SouthwestAir Have been on hold to reschedule a flight for 1.5 hours! Please help! Phone will be out of batteries soon.,negative
"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",negative
@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,negative
@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!,neutral
@united you think you boarded flight AU1066 too early? I think so.,negative
"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",positive
@AmericanAir living in DFW.. Your Hub.. Hate having to fly to JFK to get to Ireland,negative
@AmericanAir If the flight I selected online was what was ticketed I would not be missing my connection. I need help getting to DFW or IAH!!,negative
@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj,negative
@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?,neutral
@USAirways @nm4agoodlife      5 hours on hold and no answer . Guess the synergy of a merger was really planned out,negative
@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,negative
@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,negative
"@AmericanAir 719. Looks like we are about to get going, finally!",negative
@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,negative
"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",negative
@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,neutral
@united I hope so too :),positive
"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",neutral
@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,negative
@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,neutral
@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.,negative
@JetBlue how about an update on flight 475 leaving tf green delayed,negative
@USAirways Look into better service.,neutral
@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,positive
@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,negative
@AmericanAir Am I upgraded on my next flight?,neutral
@VirginAmerica missed my flight. How does standby work?,neutral
@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,negative
@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay,negative
"@USAirways @AmericanAir been with US Airways since 03,  back and forth Gatwick - Charlotte, then LHR. Bit sad nostalgic way.",neutral
@SouthwestAir I urgently need two receipts sent but CS is closed. Can you help?,neutral
@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz,negative
"@AmericanAir @USAirways and our meals are also on us, because this company does not care about their #customers. Truly disgraceful.",negative
@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,negative
@USAirways ... I f@$%ing hate you.,negative
@SouthwestAir sent!,neutral
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",negative
@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,negative
@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?,neutral
@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,negative
@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,negative
@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,negative
"@united great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!",negative
@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home,negative
"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided.",negative
"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA",negative
@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,negative
@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce,negative
@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,neutral
@united 3 times my flight has been delayed and I miss my next flight. This time you've lost my baggage. No clean clothes. $337 flight. Thx!,negative
@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,neutral
"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",negative
@AmericanAir @Nashinmypants lmao this is so funny,neutral
@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,negative
@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?,neutral
@AmericanAir I can't work with them if the call gets cut off while I'm still holding..... Is DFW looking any better tomorrow?,negative
@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...,neutral
@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,positive
@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!,negative
@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,positive
"@USAirways @AmericanAir taking off now. if I don't have a private jet to bora bora by the time I land, I'm calling Oprah",neutral
@SouthwestAir about time! Thank you!,positive
@AmericanAir @CNN @nbsnewsr @cnnbrk except you aren't working with her @AmericanAir youve done nothing to help,negative
@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,negative
@USAirways Ok Thanks,neutral
@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,positive
@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),positive
@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,negative
@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,negative
"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it.",negative
@AmericanAir how are the runways at DFW? Will you be flying Late Flightr today? Thanks.,neutral
"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",negative
@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus,negative
@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,negative
"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11",negative
@AmericanAir @USAirways I've tried to be understanding and let you handle the situation but I guess I was wrong about that,negative
@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,positive
@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,neutral
@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,positive
@USAirways thanks :),positive
@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..,negative
"@united sweet, follow back and I'll get the dm off",positive
@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!,negative
@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,positive
@JetBlue is REALLY getting on my nerves !! 😡😡 #nothappy,negative
@JetBlue can't seem to DM you guys.. JDHADP,negative
"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",negative
"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!",negative
"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",negative
@JetBlue any good deals for March?! Looking to fly to Orlando!,neutral
@AmericanAir why are customer svc reps unable to handle calls. Is there a 24hrs Cancelled Flightlation policy? Booked yesterday need to Cancelled Flight,negative
@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com,negative
@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,positive
@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,negative
@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,negative
@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,neutral
"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",negative
"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys",negative
@SouthwestAir Pres/CEO Gary Kelly at #TheRoFo addressing 2000 of his BWI based employees. @cbsbaltimore http://t.co/OI32uq2tTZ,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,negative
"Thank you, @AmericanAir! Much appreciated.",positive
"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again.",negative
@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help,negative
@JetBlue @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp,neutral
"@united no worries, I think it’s under control. (the emails are keeping me informed)",neutral
@SouthwestAir can I use points to book a rental car?,neutral
"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?",positive
@united you need to follow me I order for me to DM....,neutral
"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.",negative
@AmericanAir requested a call back at 1am. My Cancelled Flighted flight through DFW shouldn't take this long to reroute. You're Customer Service lacks,negative
"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",neutral
"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms.",positive
